date,time,Temp,Humidity,CO2,TVOC,fan_action,filter_action
30/08/2022,22:42:19,22.7,73,2461,1688,,
30/08/2022,22:42:24,22.9,72,2461,1688,,
30/08/2022,22:42:29,22.8,73.0,2447.0,1663.0,1,1
30/08/2022,22:42:34,22.7,73,2499,1779,,
30/08/2022,22:42:39,22.8,73,2487,1748,,
30/08/2022,22:42:44,22.7,73.0,2461.0,1688.0,1,1
30/08/2022,22:42:49,22.7,73,2487,1748,,
30/08/2022,22:42:54,22.8,73,2487,1748,,
30/08/2022,22:42:59,22.8,73.0,2447.0,1663.0,1,1
30/08/2022,22:43:04,22.8,73,2432,1633,,
30/08/2022,22:43:09,22.8,73,2418,1608,,
30/08/2022,22:43:14,22.7,73.0,2406.0,1578.0,1,1
30/08/2022,22:43:19,22.8,73,2380,1523,,
30/08/2022,22:43:24,22.8,73,2406,1578,,
30/08/2022,22:43:29,22.8,73.0,2392.0,1552.0,1,1
30/08/2022,22:43:34,22.8,73,2392,1552,,
30/08/2022,22:43:39,22.7,73,2432,1633,,
30/08/2022,22:43:44,22.8,73.0,2336.0,1428.0,1,1
30/08/2022,22:43:49,22.8,73,2357,1476,,
30/08/2022,22:43:54,22.7,73,2320,1400,,
30/08/2022,22:43:59,22.8,73.0,2309.0,1376.0,1,1
30/08/2022,22:44:04,22.8,73,2276,1304,,
30/08/2022,22:44:09,22.8,73,2298,1352,,
30/08/2022,22:44:14,22.7,73.0,2197.0,1138.0,1,1
30/08/2022,22:44:19,22.8,73,2168,1071,,
30/08/2022,22:44:24,22.8,73,2176,1084,,
30/08/2022,22:44:29,22.7,73.0,2168.0,1071.0,1,1
30/08/2022,22:44:34,22.7,73,2168,1071,,
30/08/2022,22:44:39,22.8,73,2168,1071,,
30/08/2022,22:44:44,22.8,73.0,2158.0,1048.0,1,1
30/08/2022,22:44:49,22.8,73,2136,998,,
30/08/2022,22:44:54,22.8,73,2148,1023,,
30/08/2022,22:44:59,22.8,73.0,2128.0,981.0,1,0
30/08/2022,22:45:04,22.8,73,2136,998,,
30/08/2022,22:45:09,22.8,73,2136,998,,
30/08/2022,22:45:14,22.7,73.0,2148.0,1023.0,1,1
30/08/2022,22:45:19,22.8,73,2158,1048,,
30/08/2022,22:45:24,22.8,73,2148,1023,,
30/08/2022,22:45:29,22.8,73.0,2136.0,998.0,1,0
30/08/2022,22:45:34,22.8,73,2128,981,,
30/08/2022,22:45:39,22.8,73,2136,998,,
30/08/2022,22:45:44,22.8,73.0,2098.0,917.0,1,0
30/08/2022,22:45:49,22.9,72,2098,917,,
30/08/2022,22:45:54,22.8,72,2118,960,,
30/08/2022,22:45:59,22.8,73.0,2108.0,937.0,1,0
30/08/2022,22:46:04,22.8,72,2128,981,,
30/08/2022,22:46:09,22.8,72,2080,881,,
30/08/2022,22:46:14,22.8,73.0,2128.0,981.0,1,0
30/08/2022,22:46:19,22.9,73,2108,937,,
30/08/2022,22:46:24,22.8,72,2088,894,,
30/08/2022,22:46:29,22.9,72.0,2080.0,881.0,1,0
30/08/2022,22:46:34,22.8,73,2070,859,,
30/08/2022,22:46:39,22.8,73,2088,894,,
30/08/2022,22:46:44,22.9,73.0,2088.0,894.0,1,0
30/08/2022,22:46:49,22.8,72,2062,846,,
30/08/2022,22:46:54,22.8,72,2052,829,,
30/08/2022,22:46:59,22.8,72.0,2052.0,829.0,1,0
30/08/2022,22:47:04,22.9,73,2062,846,,
30/08/2022,22:47:09,22.9,73,2033,806,,
30/08/2022,22:47:14,22.9,73.0,2015.0,773.0,1,-1
30/08/2022,22:47:19,22.8,73,2033,806,,
30/08/2022,22:47:24,22.9,73,2007,760,,
30/08/2022,22:47:29,23.1,73.0,1976.0,705.0,1,-1
30/08/2022,22:47:34,22.9,73,1991,730,,
30/08/2022,22:47:39,22.9,73,1933,634,,
30/08/2022,22:47:44,23.1,73.0,1949.0,661.0,1,-1
30/08/2022,22:47:49,22.9,73,1960,678,,
30/08/2022,22:47:54,22.8,73,1968,692,,
30/08/2022,22:47:59,22.8,73.0,1926.0,625.0,1,-1
30/08/2022,22:48:04,23,73,1933,634,,
30/08/2022,22:48:09,22.9,73,1918,612,,
30/08/2022,22:48:14,23.1,73.0,1926.0,625.0,1,-1
30/08/2022,22:48:19,22.9,73,1909,597,,
30/08/2022,22:48:24,22.9,73,1902,588,,
30/08/2022,22:48:29,22.9,73.0,1909.0,597.0,1,-1
30/08/2022,22:48:34,23.1,73,1918,612,,
30/08/2022,22:48:39,22.9,73,1909,597,,
30/08/2022,22:48:44,23.0,73.0,1902.0,588.0,1,-1
30/08/2022,22:48:49,23.2,73,1893,575,,
30/08/2022,22:48:54,22.9,73,1868,542,,
30/08/2022,22:48:59,22.9,73.0,1861.0,531.0,1,-1
30/08/2022,22:49:04,22.9,73,1880,555,,
30/08/2022,22:49:09,22.9,73,1880,555,,
30/08/2022,22:49:14,22.9,73.0,1855.0,523.0,1,-1
30/08/2022,22:49:19,23.1,73,1855,523,,
30/08/2022,22:49:25,23.1,73,1839,501,,
30/08/2022,22:49:30,23.1,73.0,1893.0,575.0,1,-1
30/08/2022,22:49:35,22.9,73,1868,542,,
30/08/2022,22:49:40,22.9,73,1868,542,,
30/08/2022,22:49:45,22.9,73.0,1855.0,523.0,1,-1
30/08/2022,22:49:50,22.9,73,1839,501,,
30/08/2022,22:49:55,23.2,73,1832,490,,
30/08/2022,22:50:00,23.1,73.0,1839.0,501.0,1,-1
30/08/2022,22:50:05,23.1,73,1861,531,,
30/08/2022,22:50:10,23,73,1868,542,,
30/08/2022,22:50:15,23.1,73.0,1839.0,501.0,1,-1
30/08/2022,22:50:20,22.9,73,1825,481,,
30/08/2022,22:50:25,22.9,73,1825,481,,
30/08/2022,22:50:30,23.1,73.0,1825.0,481.0,1,-1
30/08/2022,22:50:35,22.9,73,1804,454,,
30/08/2022,22:50:40,23,74,1825,481,,
30/08/2022,22:50:45,23.1,73.0,1818.0,473.0,1,-1
30/08/2022,22:50:50,23.1,73,1811,463,,
30/08/2022,22:50:55,23.2,73,1811,463,,
30/08/2022,22:51:00,23.1,73.0,1788.0,436.0,1,-1
30/08/2022,22:51:05,23.1,73,1782,429,,
30/08/2022,22:51:10,23.1,73,1811,463,,
30/08/2022,22:51:15,23.1,73.0,1775.0,420.0,1,-1
30/08/2022,22:51:20,22.9,73,1782,429,,
30/08/2022,22:51:25,23.1,73,1788,436,,
30/08/2022,22:51:30,23.3,73.0,1769.0,413.0,1,-1
30/08/2022,22:51:35,23.1,73,1788,436,,
30/08/2022,22:51:40,23.1,73,1736,374,,
30/08/2022,22:51:45,22.8,74.0,1736.0,374.0,1,-1
30/08/2022,22:51:50,23.3,74,1742,382,,
30/08/2022,22:51:55,23.1,74,1782,429,,
30/08/2022,22:52:00,23.2,74.0,1724.0,361.0,1,-1
30/08/2022,22:52:05,23.2,74,1731,369,,
30/08/2022,22:52:10,22.9,74,1756,396,,
30/08/2022,22:52:15,23.2,74.0,1756.0,396.0,1,-1
30/08/2022,22:52:20,23.3,74,1742,382,,
30/08/2022,22:52:25,23.2,73,1742,382,,
30/08/2022,22:52:30,23.1,73.0,1736.0,374.0,1,-1
30/08/2022,22:52:35,22.8,73,1736,374,,
30/08/2022,22:52:40,22.9,73,1724,361,,
30/08/2022,22:52:45,22.9,73.0,1736.0,374.0,1,-1
30/08/2022,22:52:50,22.9,73,1736,374,,
30/08/2022,22:52:55,23.2,73,1742,382,,
30/08/2022,22:53:00,23.1,73.0,1736.0,374.0,1,-1
30/08/2022,22:53:05,23.3,73,1724,361,,
30/08/2022,22:53:10,23.1,73,1742,382,,
30/08/2022,22:53:15,23.2,73.0,1689.0,327.0,1,-1
30/08/2022,22:53:20,23,73,1681,320,,
30/08/2022,22:53:25,23.1,74,1671,310,,
30/08/2022,22:53:30,22.8,74.0,1655.0,294.0,1,-1
30/08/2022,22:53:35,23.2,74,1671,310,,
30/08/2022,22:53:40,22.8,74,1681,320,,
30/08/2022,22:53:45,23.1,74.0,1681.0,320.0,1,-1
30/08/2022,22:53:50,23.3,74,1677,315,,
30/08/2022,22:53:55,23.4,73,1689,327,,
30/08/2022,22:54:00,23.3,73.0,1703.0,341.0,1,-1
30/08/2022,22:54:05,23.2,73,1681,320,,
30/08/2022,22:54:10,22.9,73,1677,315,,
30/08/2022,22:54:15,22.8,73.0,1671.0,310.0,1,-1
30/08/2022,22:54:20,23.1,73,1665,304,,
30/08/2022,22:54:25,23,73,1660,298,,
30/08/2022,22:54:30,23.1,73.0,1660.0,298.0,1,-1
30/08/2022,22:54:35,22.9,73,1660,298,,
30/08/2022,22:54:40,23.1,73,1677,315,,
30/08/2022,22:54:45,23.5,73.0,1671.0,310.0,1,-1
30/08/2022,22:54:50,23.3,73,1671,310,,
30/08/2022,22:54:55,23.5,73,1681,320,,
30/08/2022,22:55:00,23.3,73.0,1677.0,315.0,1,-1
30/08/2022,22:55:05,23.3,73,1650,289,,
30/08/2022,22:55:10,23.5,73,1650,289,,
30/08/2022,22:55:15,23.2,73.0,1677.0,315.0,1,-1
30/08/2022,22:55:20,23.3,73,1624,266,,
30/08/2022,22:55:25,23.3,73,1628,270,,
30/08/2022,22:55:30,23.2,73.0,1624.0,266.0,1,-1
30/08/2022,22:55:35,23.3,73,1624,266,,
30/08/2022,22:55:40,23.3,73,1624,266,,
30/08/2022,22:55:45,23.3,73.0,1611.0,255.0,1,-1
30/08/2022,22:55:50,23.4,73,1618,262,,
30/08/2022,22:55:55,23.1,73,1607,252,,
30/08/2022,22:56:00,23.3,73.0,1618.0,262.0,1,-1
30/08/2022,22:56:05,23.3,73,1601,246,,
30/08/2022,22:56:10,23.3,73,1597,242,,
30/08/2022,22:56:15,23.1,73.0,1601.0,246.0,1,-1
30/08/2022,22:56:20,23.4,73,1660,298,,
30/08/2022,22:56:25,23.2,73,1597,242,,
30/08/2022,22:56:30,23.0,73.0,1618.0,262.0,1,-1
30/08/2022,22:56:35,23.4,73,1581,229,,
30/08/2022,22:56:40,23.3,73,1581,229,,
30/08/2022,22:56:46,23.3,73.0,1597.0,242.0,1,-1
30/08/2022,22:56:51,23.3,73,1586,233,,
30/08/2022,22:56:56,23.3,73,1586,233,,
30/08/2022,22:57:01,23.5,73.0,1591.0,236.0,1,-1
30/08/2022,22:57:06,23.3,73,1581,229,,
30/08/2022,22:57:11,23.3,73,1597,242,,
30/08/2022,22:57:16,23.6,73.0,1586.0,233.0,1,-1
30/08/2022,22:57:21,23.5,73,1628,270,,
30/08/2022,22:57:26,23.5,73,1597,242,,
30/08/2022,22:57:31,23.6,73.0,1591.0,236.0,1,-1
30/08/2022,22:57:36,23.3,73,1591,236,,
30/08/2022,22:57:41,23.3,73,1607,252,,
30/08/2022,22:57:46,23.3,73.0,1601.0,246.0,1,-1
30/08/2022,22:57:51,23.3,73,1586,233,,
30/08/2022,22:57:56,23,73,1601,246,,
30/08/2022,22:58:01,23.3,73.0,1591.0,236.0,1,-1
30/08/2022,22:58:06,23.6,73,1573,225,,
30/08/2022,22:58:11,23.4,73,1586,233,,
30/08/2022,22:58:16,23.1,73.0,1581.0,229.0,1,-1
30/08/2022,22:58:21,23.4,73,1573,225,,
30/08/2022,22:58:26,23.3,73,1563,217,,
30/08/2022,22:58:31,23.6,73.0,1591.0,236.0,1,-1
30/08/2022,22:58:36,23.4,73,1611,255,,
30/08/2022,22:58:41,23.5,73,1557,207,,
30/08/2022,22:58:46,23.4,74.0,1540.0,199.0,1,-1
30/08/2022,22:58:51,22.8,74,1540,199,,
30/08/2022,22:58:56,23.1,74,1586,233,,
30/08/2022,22:59:01,23.0,74.0,1591.0,236.0,1,-1
30/08/2022,22:59:06,23.4,74,1567,220,,
30/08/2022,22:59:11,23.6,74,1567,220,,
30/08/2022,22:59:16,23.5,74.0,1591.0,236.0,1,-1
30/08/2022,22:59:21,23.5,74,1573,225,,
30/08/2022,22:59:26,23.5,74,1557,212,,
30/08/2022,22:59:31,23.6,74.0,1547.0,204.0,1,-1
30/08/2022,22:59:36,23.8,80.4,1540,199,,
30/08/2022,22:59:41,23.6,74,1530,192,,
30/08/2022,22:59:46,23.6,74.0,1509.0,178.0,1,-1
30/08/2022,22:59:51,23.7,74,1509,178,,
30/08/2022,22:59:56,23,74,1525,188,,
30/08/2022,23:00:01,23.6,74.0,1540.0,199.0,1,-1
30/08/2022,23:00:06,23.6,74,1521,186,,
30/08/2022,23:00:11,23.7,74,1509,178,,
30/08/2022,23:00:16,23.6,74.0,1521.0,186.0,1,-1
30/08/2022,23:00:21,23.7,74,1517,183,,
30/08/2022,23:00:26,23.6,74,1517,183,,
30/08/2022,23:00:31,23.6,74.0,1517.0,183.0,1,-1
30/08/2022,23:00:36,23,74,1525,188,,
30/08/2022,23:00:41,23.6,74,1530,192,,
30/08/2022,23:00:46,23.5,74.0,1551.0,207.0,1,-1
30/08/2022,23:00:51,23.5,73,1530,192,,
30/08/2022,23:00:56,23.7,73,1525,188,,
30/08/2022,23:01:01,23.7,73.0,1530.0,192.0,1,-1
30/08/2022,23:01:06,23.5,73,1525,188,,
30/08/2022,23:01:11,23.1,73,1530,192,,
30/08/2022,23:01:16,23.7,73.0,1517.0,183.0,1,-1
30/08/2022,23:01:21,23.6,73,1536,196,,
30/08/2022,23:01:26,23.8,73,1517,183,,
30/08/2022,23:01:31,23.6,73.0,1509.0,178.0,1,-1
30/08/2022,23:01:36,23.1,73,1530,192,,
30/08/2022,23:01:41,23.4,73,1557,212,,
30/08/2022,23:01:46,23.7,73.0,1509.0,178.0,1,-1
30/08/2022,23:01:51,23.6,73,1536,196,,
30/08/2022,23:01:56,23.7,73,1509,178,,
30/08/2022,23:02:01,23.6,73.0,1500.0,172.0,1,-1
30/08/2022,23:02:06,23.6,73,1509,178,,
30/08/2022,23:02:11,23.6,73,1465,162,,
30/08/2022,23:02:16,23.6,74.0,1500.0,172.0,1,-1
30/08/2022,23:02:21,23.4,74,1509,178,,
30/08/2022,23:02:26,23.6,74,1482,164,,
30/08/2022,23:02:31,23.1,74.0,1517.0,183.0,1,-1
30/08/2022,23:02:36,23.4,74,1420,155,,
30/08/2022,23:02:41,23.6,74,1420,155,,
30/08/2022,23:02:46,23.4,74.0,1404.0,152.0,1,-1
30/08/2022,23:02:51,23.6,74,1404,152,,
30/08/2022,23:02:56,23.7,74,1445,159,,
30/08/2022,23:03:01,23.4,74.0,1364.0,146.0,1,-1
30/08/2022,23:03:06,23.5,74,1465,162,,
30/08/2022,23:03:11,23.7,74,1445,159,,
30/08/2022,23:03:16,23.4,74.0,1496.0,169.0,1,-1
30/08/2022,23:03:21,23.7,74,1496,169,,
30/08/2022,23:03:26,23.6,74,1465,162,,
30/08/2022,23:03:31,23.6,74.0,1404.0,152.0,1,-1
30/08/2022,23:03:36,23.4,73,1404,152,,
30/08/2022,23:03:41,23.7,73,1404,152,,
30/08/2022,23:03:46,23.6,73.0,1420.0,155.0,1,-1
30/08/2022,23:03:51,23.7,73,1389,150,,
30/08/2022,23:03:57,23.8,73,1465,162,,
30/08/2022,23:04:02,23.6,73.0,1420.0,155.0,1,-1
30/08/2022,23:04:07,23.7,73,1496,169,,
30/08/2022,23:04:12,23.7,73,1496,169,,
30/08/2022,23:04:17,23.6,73.0,1313.0,139.0,1,-1
30/08/2022,23:04:22,23.6,74,1313,139,,
30/08/2022,23:04:27,23.6,74,1330,141,,
30/08/2022,23:04:32,23.4,74.0,1420.0,155.0,1,-1
30/08/2022,23:04:37,23.6,74,1389,150,,
30/08/2022,23:04:42,23.6,73,1540,199,,
30/08/2022,23:04:47,23.7,74.0,1496.0,169.0,1,-1
30/08/2022,23:04:52,23.6,73,1420,155,,
30/08/2022,23:04:57,23.6,73,1404,152,,
30/08/2022,23:05:02,23.8,73.0,1404.0,152.0,1,-1
30/08/2022,23:05:07,23.7,73,1345,143,,
30/08/2022,23:05:12,23.6,73,1389,150,,
30/08/2022,23:05:17,23.6,73.0,1517.0,183.0,1,-1
30/08/2022,23:05:27,23.7,74,400,0,,
30/08/2022,23:05:32,23.6,74.0,452.0,7.0,-1,-1
30/08/2022,23:05:37,23.1,74,418,2,,
30/08/2022,23:05:42,23.5,74,414,2,,
30/08/2022,23:05:47,23.6,74.0,428.0,4.0,-1,-1
30/08/2022,23:05:52,23.5,74,428,4,,
30/08/2022,23:05:57,23.6,74,407,1,,
30/08/2022,23:06:02,23.5,74.0,421.0,3.0,-1,-1
30/08/2022,23:06:07,23.7,74,411,1,,
30/08/2022,23:06:12,23.8,80.4,400,0,,
30/08/2022,23:06:17,23.6,74.0,470.0,10.0,-1,-1
30/08/2022,23:06:22,23.7,74,434,5,,
30/08/2022,23:06:27,23.6,74,403,0,,
30/08/2022,23:06:32,23.8,74.0,400.0,0.0,-1,-1
30/08/2022,23:06:37,23.6,74,400,0,,
30/08/2022,23:06:42,23.8,75,433,5,,
30/08/2022,23:06:47,23.6,75.0,462.0,9.0,-1,-1
30/08/2022,23:06:52,23.6,75,424,3,,
30/08/2022,23:06:57,23.8,75,409,1,,
30/08/2022,23:07:02,23.8,75.0,432.0,4.0,-1,-1
30/08/2022,23:07:07,23.6,75,464,9,,
30/08/2022,23:07:12,23.6,76,464,9,,
30/08/2022,23:07:17,23.5,77.0,443.0,6.0,-1,-1
30/08/2022,23:07:22,23.8,77,443,6,,
30/08/2022,23:07:27,23.7,76,435,5,,
30/08/2022,23:07:32,23.8,76.0,414.0,2.0,-1,-1
30/08/2022,23:07:37,23.7,77,421,3,,
30/08/2022,23:07:42,23.5,77,414,2,,
